Ticker,Earnings,Revenue,Percentage change,Market cap,Industry
MLKN,13.46,1.01,-12.6,2001046912,"Furnishings, Fixtures & Appliances"
TTC,26.79,0.73,-10.05,10118253568,Tools & Accessories
GIS,8.7,3.71,-0.85,36379066368,Packaged Foods
WOR,-3.7,5.02,-5.14,3129649408,Metal Fabrication
FDX,-3.62,0.73,-11.56,60629037056,Integrated Freight & Logistics
SCS,76.47,0.8,2.12,1468897024,Business Equipment & Supplies
FCEL,12.5,13.97,-15.97,618971456,Electrical Equipment & Parts
ACN,4.14,0.05,7.09,233034121216,Information Technology Services
QIPT,-250.0,1.69,4.47,196618672,Medical Devices
CONN,-37.16,4.75,62.08,121768496,Specialty Retail
HEI,20.0,6.11,-5.45,22547828736,Aerospace & Defense
DRI,7.6,0.41,3.78,20082483200,Restaurants
LEN,11.42,6.09,3.71,42674065408,Residential Construction
COST,0.87,0.22,7.31,321374814208,Discount Stores
RICK,-75.0,0.68,-6.84,568881856,Restaurants
SCHL,-7.55,10.02,-6.8,1147323136,Publishing
JBL,2.36,0.43,-0.48,17827104768,Electronic Components
MWA,72.73,5.35,-0.36,2377890304,Specialty Industrial Machinery
ADBE,3.39,0.82,-7.01,283498938368,Software - Infrastructure
REVG,55.88,5.33,-0.13,1035266496,Farm & Heavy Construction Machinery
VBNK,9.38,3.49,35.4,292945728,Banks - Regional
ABM,8.6,2.77,-12.33,2538332672,Specialty Business Services
LPTV,-7.69,0.65,-31.91,45947004,Broadcasting
MAMA,25.0,9.55,25.33,164773408,Packaged Foods
JCI,-3.67,2.62,5.66,37823086592,Building Products & Equipment
CASY,13.37,2.01,4.55,10629415936,Specialty Retail
ORCL,1.52,0.84,-9.7,320743669760,Software - Infrastructure
VIRC,58.97,3.63,59.49,189682208,"Furnishings, Fixtures & Appliances"
MOMO,0.0,0.38,-8.49,1162438912,Internet Content & Information
CDMO,-33.33,24.31,11.83,424967424,Biotechnology
HCP,175.0,1.97,-11.88,4843716608,Software - Infrastructure
AVGO,1.0,0.18,17.44,600830836736,Semiconductors
GNSS,12.5,5.49,16.77,68900496,Scientific & Technical Instruments
SMAR,100.0,2.0,0.56,6529434624,Software - Application
CURV,40.0,12.18,53.75,527799072,Apparel Retail
CIEN,10.29,2.54,-1.13,8227810304,Communication Equipment
SCWX,100.0,1.57,3.29,609523712,Software - Infrastructure
DG,5.88,0.5,-5.68,29774866432,Discount Stores
LAKE,25.93,2.52,25.15,133266320,Apparel Manufacturing
AI,31.58,1.7,-6.05,3312911360,Software - Application
GEF,20.0,0.23,-4.79,2932664064,Packaging & Containers
AIRI,-150.0,0.35,11.72,14819703,Aerospace & Defense
OXM,4.12,0.29,13.14,1534853632,Apparel Manufacturing
SMTC,113.33,0.02,27.67,1349980800,Semiconductors
BRZE,61.54,5.89,-11.73,5950606848,Software - Application
CHWY,66.67,0.56,19.65,7152705024,Internet Retail
VEEV,4.69,0.1,5.69,34901827584,Health Information Services
CXM,57.14,3.46,-29.89,3519487488,Software - Application
SPWH,90.91,7.65,-12.2,139921632,Specialty Retail
BASE,55.56,6.45,2.87,1342159104,Software - Infrastructure
VRA,111.11,6.59,4.32,244149840,Footwear & Accessories
OLLI,13.33,1.94,-4.29,4712427008,Discount Stores
CPB,4.6,0.4,7.21,12848100352,Packaged Foods
KFY,1.04,2.81,9.36,3099925760,Staffing & Employment Services
THO,13.79,0.38,13.14,6314545152,Recreational Vehicles
DSGX,-3.12,0.49,3.75,7611216896,Software - Application
PLAY,104.55,1.01,26.86,2390045952,Entertainment
AVAV,44.78,0.67,-10.07,3522233344,Aerospace & Defense
SFIX,4.35,0.81,-13.35,406725440,Apparel Retail
OOMA,0.0,0.7,-10.21,273480000,Telecom Services
BOX,-5.26,0.19,-3.21,3928649984,Software - Infrastructure
S,62.5,5.13,34.51,8673528832,Software - Infrastructure
PHR,19.44,2.56,53.82,1552770048,Health Information Services
RENT,-7.14,0.9,-16.19,36736056,Apparel Retail
HQY,22.45,2.29,-4.14,6830625792,Health Information Services
CNM,-4.41,0.05,14.64,8467227648,Industrial Distribution
ZFOX,85.71,16.22,18.37,138349296,Software - Infrastructure
CULP,5.0,1.58,11.13,63222396,Textile Manufacturing
SAIC,36.75,6.72,-3.63,6848301056,Information Technology Services
GCO,-32.14,1.58,17.78,341797760,Apparel Retail
ZUMZ,29.41,1.39,4.01,363557216,Apparel Retail
MRVL,2.5,1.25,8.02,61396774912,Semiconductors
PD,53.85,1.65,5.6,2312010240,Software - Application
DELL,27.89,2.91,2.86,59897188352,Computer Hardware
ASO,-15.85,3.9,44.81,5043036672,Specialty Retail
DLTH,-3.23,6.04,18.14,169270768,Apparel Retail
FRO,-21.74,7.3,4.89,4957814272,Oil & Gas Midstream
PVH,6.62,1.15,33.13,7619287040,Apparel Manufacturing
ZUO,50.0,1.24,12.5,1236386432,Software - Infrastructure
FIVE,13.04,1.3,10.32,10428679168,Specialty Retail
DCI,4.17,1.13,9.96,8093562880,Specialty Industrial Machinery
BILI,-20.83,0.73,-13.02,4072111104,Electronic Gaming & Multimedia
INTU,24.75,3.6,11.52,184242667520,Software - Application
CAN,-36.67,11.06,90.96,374468832,Computer Hardware
ESLT,-3.51,6.19,4.87,9180491776,Aerospace & Defense
CRNC,-30.77,9.15,11.7,694715584,Software - Application
HTHT,14.29,4.38,-3.45,10231204864,Lodging
DE,10.28,1.27,9.13,108028608512,Farm & Heavy Construction Machinery
URBN,8.64,1.61,3.19,3946116352,Apparel Retail
JACK,-5.22,1.22,22.85,1511177088,Restaurants
HIBB,81.42,3.88,12.47,852513728,Apparel Retail
LOW,0.33,2.4,13.44,127824617472,Home Improvement Retail
DY,59.32,6.25,11.44,3410870784,Engineering & Construction
GOGL,100.0,11.78,12.63,2223855872,Marine Shipping
EMBC,40.48,1.75,10.71,935865344,Medical Instruments & Supplies
CENTA,25.0,2.51,5.23,2411062016,Packaged Foods
YMM,37.5,2.84,-3.58,6540265984,Software - Application
TWST,13.83,5.52,70.49,2208069376,Diagnostics & Research
CINT,-14.29,1.26,-13.45,568921984,Software - Infrastructure
SPB,19.3,2.52,5.07,2606383360,Household & Personal Products
CPRT,6.25,4.36,1.05,48933416960,Specialty Business Services
DLB,25.0,1.46,0.92,7713214464,Specialty Business Services
GPS,195.0,4.22,53.29,7438909440,Apparel Retail
HAYN,-3.77,1.94,2.5,763272896,Metal Fabrication
AMAT,7.07,3.07,1.24,154630406144,Semiconductor Equipment & Materials
WMG,36.0,1.02,12.71,18265806848,Entertainment
DOLE,118.18,2.49,-4.94,1044218944,Farm Products
ALLT,20.0,9.88,-2.03,79572480,Software - Infrastructure
CPA,17.38,1.32,7.92,4208309760,Airlines
CSCO,7.77,0.4,-7.4,203600674816,Communication Equipment
PFLT,6.67,3.97,6.43,701325504,Asset Management
ICCM,0.0,65.58,30.68,64936172,Medical Devices
UCL,350.0,0.16,-27.24,52880256,Telecom Services
USAS,-33.33,9.17,4.17,47757160,Other Industrial Metals & Mining
FSI,-166.67,26.9,-13.74,24124870,Specialty Chemicals
IPW,33.33,9.09,-13.33,17531232,Internet Retail
TIVC,78.86,63.85,-11.82,1817951,Medical Devices
TOMZ,-150.0,48.42,-6.06,16536920,Pollution & Treatment Controls
DNMR,-14.71,23.44,-37.31,91831496,Specialty Chemicals
ALYA,100.0,66.14,-18.4,107491472,Information Technology Services
MOND,-66.67,16.74,1.32,195785200,Travel Services
HUT,0.0,54.43,-7.86,742841088,Capital Markets
CAMT,6.25,2.84,1.1,3658584832,Semiconductor Equipment & Materials
ONON,37.5,5.0,12.01,9088978944,Footwear & Accessories
BZ,69.23,4.31,-2.54,6399199744,Staffing & Employment Services
RMTI,41.67,0.43,-20.74,37036608,Drug Manufacturers - Specialty & Generic
HD,1.33,0.5,10.86,361996615680,Home Improvement Retail
ICMB,-8.33,1.34,3.14,51101984,Asset Management
YMAB,-12.5,0.53,43.32,571879168,Biotechnology
SASI,12.78,75.09,-27.5,2645634,Information Technology Services
KRON,-5.88,63.32,80.77,61815488,Biotechnology
VRDN,10.66,74.38,31.64,1106179200,Biotechnology
KALA,-58.6,100.0,36.73,19848294,Biotechnology
AKTS,-50.0,1.2,-11.43,67325312,Communication Equipment
BWEN,81.82,2.51,-21.67,54614112,Specialty Industrial Machinery
AMPS,-25.0,8.41,7.55,1020715840,Utilities - Renewable
MNDY,255.56,3.71,12.06,11389627392,Software - Application
SOHU,49.15,10.86,-0.64,324209088,Electronic Gaming & Multimedia
EARN,-16.0,157.68,11.2,93236912,REIT - Mortgage
HSIC,0.0,0.93,10.87,9733694464,Medical Distribution
CXDO,500.0,9.16,93.94,168183520,Telecom Services
PAR,36.36,6.66,20.59,1347553920,Software - Application
OPFI,300.0,4.58,54.8,356400000,Credit Services
MTD,1.77,0.18,4.52,26562013184,Diagnostics & Research
MPTI,96.55,5.71,19.1,99638120,Electronic Components
RPAY,-4.55,6.59,17.51,778905408,Software - Infrastructure
WWW,0.0,2.46,7.69,699090624,Footwear & Accessories
COMM,-7.14,0.24,11.11,462286464,Communication Equipment
DSKE,-80.0,1.28,10.12,379533024,Trucking
DCBO,7.14,1.03,-0.16,1400425344,Software - Application
FVRR,12.24,1.57,20.87,1123356288,Internet Content & Information
INDV,13.33,2.26,-16.39,2403886592,Drug Manufacturers - Specialty & Generic
YETI,11.11,1.71,12.75,3982205184,Leisure
RDNT,133.33,2.74,20.54,2559630336,Diagnostics & Research
MUX,49.35,0.25,15.92,338849024,Other Precious Metals & Mining
SILV,11.11,36.5,32.46,806721920,Other Precious Metals & Mining
VSTA,50.0,9.84,6.41,330280864,Education & Training Services
HBM,-22.22,1.68,5.03,1811222784,Copper
SUPN,-323.08,8.74,15.94,1524801408,Drug Manufacturers - Specialty & Generic
CERT,0.0,0.45,17.79,2754129152,Health Information Services
PANL,166.67,9.68,17.36,396824768,Marine Shipping
CTVA,11.54,3.26,-10.7,37587537920,Agricultural Inputs
CPSI,12.5,2.65,-25.19,151892704,Health Information Services
MODG,81.82,1.68,-6.61,2544489216,Leisure
ZIP,130.0,4.47,13.02,1417267968,Staffing & Employment Services
BCDA,0.0,614.0,60.98,9683954,Biotechnology
TWLO,65.71,4.94,23.68,12962678784,Internet Content & Information
GRWG,-9.09,1.29,26.73,141629104,Specialty Retail
VNDA,100.0,12.78,-10.81,239355984,Biotechnology
EWCZ,0.0,5.71,9.89,892287616,Household & Personal Products
FOUR,17.14,2.88,39.46,6264190976,Software - Infrastructure
HLMN,-8.33,0.43,23.65,1761923200,Tools & Accessories
RDCM,114.29,3.9,5.66,158729232,Telecom Services
STER,-13.33,6.23,25.98,1267191808,Software - Infrastructure
HGTY,66.67,2.28,6.2,2765532160,Insurance - Property & Casualty
CRGE,0.0,10.59,-53.62,22149120,Telecom Services
CEVA,-33.33,11.93,14.75,509862176,Semiconductors
DIBS,55.56,1.44,5.87,179115776,Internet Retail
VRNOF,0.0,0.01,9.09,2178743808,Drug Manufacturers - Specialty & Generic
BIGC,133.33,0.06,-2.12,658176768,Software - Application
SPNS,0.0,0.29,-5.95,1579459072,Software - Application
ICL,22.22,5.43,2.69,5830708224,Agricultural Inputs
VLN,20.0,0.47,8.0,239630160,Semiconductors
FLNG,15.52,1.36,-5.7,1429944192,Oil & Gas Midstream
BTMD,-237.5,4.9,-5.62,290310016,Medical Care Facilities
LUMO,5.45,96.22,-7.74,23981176,Biotechnology
SMWB,100.0,1.16,-1.51,548685312,Software - Application
SEER,13.16,5.37,-2.84,113608856,Biotechnology
EHAB,-25.0,1.53,28.75,447657344,Medical Care Facilities
AMRK,-42.02,25.33,12.15,604958592,Capital Markets
IPAR,30.71,0.01,3.88,4867158016,Household & Personal Products
STKS,-260.0,7.55,9.61,125718664,Restaurants
OSUR,285.71,19.36,30.18,529819616,Medical Instruments & Supplies
SNPO,-6.25,3.14,-5.54,646299200,Electronics & Computer Distribution
INVE,50.0,6.06,15.47,177799120,Computer Hardware
PAAS,-85.71,3.99,6.31,4776985600,Gold
PR,-7.69,5.13,-4.33,10434089984,Oil & Gas E&P
INNV,-100.0,3.21,7.78,770547392,Medical Care Facilities
IRBT,-77.36,28.05,14.94,380365440,"Furnishings, Fixtures & Appliances"
HOOD,10.0,2.74,-0.62,9988232192,Capital Markets
TOST,18.18,0.67,-12.95,10312563712,Software - Infrastructure
DNLI,13.25,88.33,-9.76,2494455552,Biotechnology
MOS,-15.0,12.32,11.69,9834464256,Agricultural Inputs
POWI,-4.17,4.01,4.02,4636168704,Semiconductors
VTRS,5.41,1.01,6.35,14012145664,Drug Manufacturers - Specialty & Generic
ESTA,-55.56,5.71,-24.66,1042805952,Medical Devices
CRSR,-13.33,3.77,1.08,1363441920,Computer Hardware
RRR,57.89,0.5,6.99,3437347584,Resorts & Casinos
BROS,100.0,2.85,2.89,4781494272,Restaurants
GILD,19.9,4.08,-3.37,91957837824,Drug Manufacturers - General
ML,49.37,3.62,91.64,508337120,Software - Application
TPG,60.0,10.8,19.35,16130947072,Asset Management
EXPD,-7.2,5.75,10.5,18516742144,Integrated Freight & Logistics
PLL,-41.72,16.59,-9.48,280825952,Other Industrial Metals & Mining
QURE,-26.17,57.68,17.74,283522176,Biotechnology
SMRT,20.0,3.71,27.45,613528128,Software - Application
RYTM,0.0,2.07,31.13,3024558848,Biotechnology
FUSN,37.5,389.27,20.18,837735104,Biotechnology
TRDA,285.45,168.23,-15.27,504859360,Biotechnology
CECO,4.76,14.12,16.44,705301248,Pollution & Treatment Controls
ADCT,4.92,0.53,38.06,351601280,Biotechnology
ZBH,3.77,0.64,10.13,25712969728,Medical Devices
SAGE,-6.44,69.89,15.59,1428734464,Biotechnology
TGI,0.0,5.57,30.68,1153759744,Aerospace & Defense
YAMHF,10.71,3.24,-2.48,9624771584,Auto Manufacturers
CLVT,16.67,2.51,12.17,6254154752,Information Technology Services
APD,1.29,3.51,-0.59,48886259712,Specialty Chemicals
CELH,81.63,10.45,-13.89,13596986368,Beverages - Non-Alcoholic
IDYA,2.13,22.98,11.95,3310188032,Biotechnology
ESPR,11.9,10.16,45.28,461621344,Drug Manufacturers - Specialty & Generic
ACMR,62.86,0.55,26.87,1028514624,Semiconductor Equipment & Materials
ENOV,5.66,0.9,7.76,3304582912,Specialty Industrial Machinery
ARKO,0.0,7.56,-2.01,948489088,Specialty Retail
ISPO,-135.34,6.71,-12.3,15019084,Travel Services
RDW,0.0,3.75,-8.87,196991392,Aerospace & Defense
STEP,-7.14,0.07,-10.76,3873914880,Asset Management
EVER,44.44,5.29,34.97,489149408,Internet Content & Information
RVMD,1.98,100.0,13.85,4985980416,Biotechnology
SWAV,13.58,0.64,-16.26,8729699328,Medical Devices
IFF,17.11,2.01,6.45,20552495104,Specialty Chemicals
STRL,0.8,0.22,-14.43,2572830976,Engineering & Construction
HIMS,-33.33,3.03,33.59,2088136704,Household & Personal Products
BWMN,17.24,4.47,9.39,531304736,Engineering & Construction
VRTX,4.08,0.06,-7.41,109015629824,Biotechnology
HALO,5.63,1.57,12.21,4688158208,Biotechnology
AGM,5.36,15.65,3.83,1914336000,Credit Services
FANG,12.04,7.49,-2.96,27470555136,Oil & Gas E&P
THS,18.75,9.56,2.75,2383431680,Packaged Foods
DISH,-204.0,3.69,-16.6,3083430400,Telecom Services
AMG,7.94,2.03,-0.6,5270422528,Asset Management
FENC,36.36,24.9,10.19,271368512,Biotechnology
GTES,9.38,1.2,1.91,3350956544,Specialty Industrial Machinery
LAZY,-514.29,12.1,17.52,74909520,Auto & Truck Dealerships
FUBO,12.0,11.24,6.33,603180352,Broadcasting
PRVA,-16.67,1.59,-9.94,2466356992,Health Information Services
QSR,7.14,1.32,6.97,34392203264,Restaurants
MGA,6.57,3.18,1.09,16779383808,Auto Parts
AMCX,41.22,2.62,12.14,742218752,Entertainment
TILE,12.0,4.16,8.0,767012416,Building Products & Equipment
SLCA,5.56,4.38,-4.49,807035392,Oil & Gas Equipment & Services
FLGT,-21.88,31.46,13.22,751199104,Diagnostics & Research
ACRE,8.7,1.56,2.03,471564640,REIT - Mortgage
IT,37.63,1.2,19.27,36525375488,Information Technology Services
EAF,-60.0,9.08,-22.33,338986688,Electrical Equipment & Parts
CNK,29.79,2.13,-15.13,1829059456,Entertainment
INTT,7.69,0.01,8.46,143624960,Semiconductor Equipment & Materials
RPID,3.12,11.22,13.59,40712736,Medical Devices
FLR,85.45,3.17,7.73,6886557696,Engineering & Construction
PRLB,70.0,7.14,23.72,958977088,Metal Fabrication
CRBG,-0.94,23.59,3.08,14801803264,Asset Management
BLMN,7.32,0.24,3.51,2374364672,Restaurants
EDIT,14.06,5.5,45.24,608468992,Biotechnology
OMI,22.22,1.22,20.27,1617231104,Medical Distribution
TIXT,-4.55,0.78,2.37,2513052416,Software - Infrastructure
CHD,8.82,1.61,13.62,24623394816,Household & Personal Products
UI,-43.24,15.48,-2.25,7684768768,Communication Equipment
CAH,23.57,0.43,11.23,25527302144,Medical Distribution
HLIO,-39.73,8.5,-26.95,1400455552,Specialty Industrial Machinery
TSLX,7.14,3.91,4.78,1876811648,Asset Management
EVH,233.33,0.55,13.54,3529272064,Health Information Services
LOCO,5.56,0.62,-4.0,290313952,Restaurants
RYAN,0.0,0.2,4.01,11302667264,Insurance - Specialty
HASI,16.98,17.37,32.02,2652444672,REIT - Specialty
ACCO,4.35,5.95,5.57,603726848,Business Equipment & Supplies
PCTY,28.44,0.32,-7.66,9655044096,Software - Application
ED,2.53,1.46,1.98,30745292800,Utilities - Regulated Electric
UDMY,350.0,3.76,60.15,2218670592,Education & Training Services
PRTA,246.15,63.68,-10.28,1523021184,Biotechnology
HTGC,4.0,3.12,0.19,2613193472,Asset Management
PBYI,13.33,3.16,43.17,274962112,Biotechnology
EOG,16.61,5.13,-0.45,65930944512,Oil & Gas E&P
CERS,40.0,2.76,28.06,427624896,Medical Devices
EXPE,5.05,1.53,42.8,22142119936,Travel Services
NGM,12.5,67.67,-7.35,125727568,Biotechnology
CYTK,-87.5,98.47,-10.57,7734317056,Biotechnology
MSI,5.63,1.6,13.85,54917152768,Communication Equipment
GDYN,0.0,1.38,25.38,1062039488,Information Technology Services
BKNG,6.57,1.54,11.37,133917483008,Travel Services
CMBM,-238.46,0.22,-3.36,123386344,Communication Equipment
CNQ,19.14,13.59,1.92,66131415040,Oil & Gas E&P
SGA,-4.26,1.04,5.63,145678784,Broadcasting
IDA,21.76,7.47,-1.58,4533096960,Utilities - Regulated Electric
JLL,-14.47,0.32,10.98,8535537664,Real Estate Services
BCE,0.0,0.64,1.82,34606714880,Telecom Services
PCRX,-14.29,5.15,-4.52,1336477056,Drug Manufacturers - Specialty & Generic
THR,48.48,16.01,6.26,922097088,Specialty Industrial Machinery
KRP,-44.12,7.39,-5.21,1571532928,Oil & Gas E&P
DSGR,-32.0,2.69,-13.38,1647573760,Industrial Distribution
ICE,4.29,0.4,5.43,77583745024,Financial Data & Stock Exchanges
ROCK,23.21,1.94,4.61,2614182400,Building Products & Equipment
MGPI,3.08,0.72,-9.64,1881055616,Beverages - Wineries & Distilleries
FOXA,13.54,1.01,1.58,13158072320,Entertainment
BR,15.96,4.14,11.17,23436660736,Information Technology Services
PTON,-22.22,0.57,25.65,1665595776,Leisure
WEN,3.85,0.8,-2.39,3984923904,Restaurants
CIGI,-28.31,3.08,26.9,5874880512,Real Estate Services
SRCL,0.0,3.94,14.31,4508665344,Waste Management
NVRI,225.0,3.72,-2.48,658627200,Waste Management
H,16.67,0.08,11.91,13511203840,Lodging
IMGN,400.0,6.02,2.29,8724225024,Biotechnology
WLK,14.58,6.45,6.09,18298517504,Specialty Chemicals
TPX,-3.75,2.27,8.44,8937578496,"Furnishings, Fixtures & Appliances"
LPG,6.94,7.17,17.52,1463101440,Oil & Gas Midstream
PRMW,22.22,0.69,4.5,2347559168,Beverages - Non-Alcoholic
DLX,16.18,0.15,10.55,892200960,Advertising Agencies
AUPH,47.06,41.94,13.76,1190510336,Biotechnology
ENTG,11.48,0.24,22.26,19059683328,Semiconductor Equipment & Materials
CI,1.65,2.32,-14.18,97968365568,Healthcare Plans
GOLD,14.29,4.56,7.96,26009616384,Gold
BALL,1.22,7.96,13.9,18656358400,Packaging & Containers
EPAM,6.64,0.67,11.01,16569850880,Information Technology Services
AUDC,38.89,0.14,23.78,436101408,Communication Equipment
CURO,8.99,13.89,-15.56,14042175,Credit Services
SBUX,9.28,1.62,-0.59,110165016576,Restaurants
MUR,18.66,6.71,-3.81,5834680832,Oil & Gas E&P
MD,-25.58,0.43,-14.34,762096768,Medical Care Facilities
MKL,-21.14,0.39,-4.13,18764838912,Insurance - Property & Casualty
SCI,11.43,2.38,11.07,9934372864,Personal Services
SEMR,200.0,0.07,34.65,1738826496,Software - Application
CVGI,0.0,2.24,-8.53,216399584,Auto Parts
HLF,-13.33,4.09,-9.47,1225032576,Packaged Foods
QTWO,23.53,0.07,18.86,2533031936,Software - Application
NYMT,50.0,2.78,11.04,683751296,REIT - Mortgage
HDSN,-5.56,12.58,-3.91,658874752,Specialty Chemicals
FROG,87.5,1.28,19.94,4113668352,Software - Application
RNR,27.37,1.67,-3.74,11935687680,Insurance - Reinsurance
LMND,5.38,9.93,60.33,1157934720,Insurance - Property & Casualty
DXC,2.94,0.11,14.06,4043278080,Information Technology Services
MLNK,100.0,0.59,15.06,1463084288,Software - Application
ZETA,0.0,5.72,10.35,2093494400,Software - Application
CHRW,2.44,0.66,0.23,8710330368,Integrated Freight & Logistics
MDLZ,5.13,4.05,7.49,100669480960,Confectioners
WSC,2.22,0.65,-0.92,9775753216,Rental & Leasing Services
FC,0.0,4.47,-0.23,534503808,Consulting Services
EA,14.96,2.86,10.29,37592084480,Electronic Gaming & Multimedia
WERN,-12.5,1.91,9.2,2639933952,Trucking
ACLS,15.03,3.92,-1.02,4096084224,Semiconductor Equipment & Materials
ETSY,30.61,1.04,22.17,9350964224,Internet Retail
CFLT,300.0,2.75,-29.14,9765794816,Software - Infrastructure
ROKU,-7.87,6.37,80.71,13494388736,Entertainment
UFCS,293.75,0.42,4.75,553059584,Insurance - Property & Casualty
QCOM,5.21,0.94,15.96,168515993600,Semiconductors
QRVO,35.03,10.09,6.93,10874260480,Semiconductors
TRIN,0.0,4.6,6.05,644825920,Asset Management
NMRK,-10.0,0.12,34.97,2536845312,Real Estate Services
TTMI,53.57,0.13,12.51,1648189440,Electronic Components
BLDR,4.69,6.87,22.15,22859898880,Building Products & Equipment
IQV,1.22,1.21,24.15,39821500416,Diagnostics & Research
APLS,-39.29,9.81,2.34,8124359680,Biotechnology
BBGI,228.57,1.93,0.0,24770022,Broadcasting
W,69.77,1.42,39.34,6084913152,Internet Retail
CHEF,0.0,3.88,36.69,1352186624,Food Distribution
ASTE,-101.56,8.01,-3.82,803599360,Farm & Heavy Construction Machinery
NI,35.71,2.82,3.6,10438728704,Utilities - Regulated Gas
ESAB,17.39,7.94,15.98,5438863872,Metal Fabrication
TRI,20.59,0.5,14.44,71764213760,Specialty Business Services
HUM,8.81,0.63,2.02,45257101312,Healthcare Plans
JHG,18.52,2.03,7.07,5064164864,Asset Management
RDWR,-12.5,0.95,-1.15,815370304,Software - Infrastructure
LPX,16.55,1.1,18.41,5017019904,Building Products & Equipment
AXTA,18.42,1.53,8.91,6895200768,Specialty Chemicals
GSK,15.6,6.14,5.1,85039579136,Drug Manufacturers - General
GNRC,9.33,3.14,18.64,7810409472,Specialty Industrial Machinery
KMT,17.14,1.29,-4.98,1948451712,Tools & Accessories
DD,9.52,2.85,2.02,29109846016,Specialty Chemicals
SITE,-15.54,0.18,10.41,7260233216,Industrial Distribution
RGS,137.5,2.23,-50.0,27034276,Personal Services
UTHR,10.02,5.71,8.83,9978620928,Biotechnology
FRSH,60.0,2.12,7.3,6410723840,Software - Application
SON,15.87,1.4,8.59,5578616832,Packaging & Containers
QUAD,22.22,4.4,-3.82,279630848,Specialty Business Services
KAI,20.09,5.34,20.18,3614684416,Specialty Industrial Machinery
PRO,200.0,2.09,10.89,1709018368,Software - Application
GPOR,-153.72,1.31,8.48,2323511808,Oil & Gas E&P
ATNI,-14.29,0.32,4.44,530036928,Telecom Services
FSFG,2.5,7.59,3.07,118046192,Banks - Regional
SFM,4.84,1.94,2.2,5197892096,Grocery Stores
BEN,40.0,6.23,2.42,14269722624,Asset Management
UFPI,-1.41,10.23,18.51,7349506560,Lumber & Wood Production
IPGP,14.85,3.68,15.37,4824571392,Semiconductor Equipment & Materials
NSP,71.76,1.29,9.47,3592731648,Staffing & Employment Services
NLST,-40.0,39.38,0.0,418334400,Semiconductors
SYY,4.9,0.38,8.64,39602380800,Food Distribution
ECL,1.32,0.74,17.99,57852030976,Specialty Chemicals
CVLT,7.69,2.83,8.91,4142176000,Software - Application
KNSA,-11.11,7.23,6.24,1337835136,Biotechnology
RGEN,64.29,2.01,18.43,11445560320,Medical Instruments & Supplies
HUBB,-2.95,3.36,13.35,19467137024,Electrical Equipment & Parts
ARDX,127.27,155.31,15.24,2261024000,Biotechnology
HRMY,-5.97,11.39,28.93,1972691584,Biotechnology
AGCO,21.41,0.53,0.06,8792403968,Farm & Heavy Construction Machinery
PEG,13.33,1.34,4.9,29111502848,Utilities - Regulated Electric
HNI,45.31,0.03,15.79,1981021824,Business Equipment & Supplies
CEIX,-31.19,1.49,11.32,2660027392,Thermal Coal
TREE,56.41,3.98,46.73,467580672,Financial Conglomerates
SSTK,51.81,9.54,12.79,1653136256,Internet Content & Information
MMYT,-7.41,1.41,10.44,6280893952,Travel Services
LGIH,44.9,1.79,29.1,2846283520,Residential Construction
