Ticker,Earnings,Revenue,Percentage change,Market cap,Industry
WWW,-5,1.05,-11.67,640888576,Footwear & Accessories
GOCO,33.46,30.99,3.65,323558784,Insurance Brokers
YETI,21.28,1.98,2.7,4182434048,Leisure
BGSF,20,2.42,11.47,104303096,Staffing & Employment Services
MFC,3.33,20.43,-3.44,33328644096,Insurance—Life
FSM,-80,2.82,-10.4,840439168,Gold
TTEK,9.32,1.47,-0.3,8094928384,Engineering & Construction
GRPN,71.43,6.58,27.31,478728544,Internet Content & Information
AVID,0,4.86,-1.19,1183400576,Software—Application
STKL,-200,7.64,-24.79,389598944,Packaged Foods
PFLT,9.09,10.18,-6.33,626111872,Asset Management
PNNT,29.63,28.41,-0.15,429177216,Asset Management
EHAB,-71.43,3.38,-18.39,563646400,Medical Care Facilities
MGNI,-25,0.09,-39.14,1032670912,Advertising Agencies
ALRM,40,4.25,16.06,3051258880,Software—Application
LMB,100,0.71,19.3,349137888,Engineering & Construction
NLS,34,6.39,-1.94,30680108,Leisure
CENX,233.33,10.42,-13.33,666290880,Aluminum
RAMP,20.83,4.81,10.26,1910208768,Software—Infrastructure
ENS,5,4.66,-4.29,3885247232,Electrical Equipment & Parts
TASK,10.34,0.84,-14.81,965198848,Information Technology Services
G,4.35,0.73,0.14,6563711488,Information Technology Services
OEC,-10.17,16.30,3.39,1244367232,Specialty Chemicals
QNST,50,0.49,7.7,490934400,Advertising Agencies
AVTA,-47.06,0.52,-14.33,940533120,Asset Management
VSAT,-477.27,26.71,6.92,2290055168,Communication Equipment
INFN,100,0.22,12.33,948542272,Communication Equipment
DRRX,-2.22,27.99,-1.91,68724248,Drug Manufacturers—Specialty & Generic
LUMO,-2.83,6.25,-7.52,26186952,Biotechnology
MGNX,30.77,51.46,9.61,288684672,Biotechnology
CPRX,32,7.35,4.98,1245955200,Biotechnology
CARG,26.09,4.25,-6.5,1988484992,Auto & Truck Dealerships
CDXC,25,4.30,-3.05,109547304,Biotechnology
INO,7.14,13,4.65,104281176,Biotechnology
NVEE,-1.53,1.20,-6.02,1529123584,Engineering & Construction
ILMN,"1,500",1.11,-5.64,21731424256,Diagnostics & Research
DIS,4.04,0.48,-2.4,148303675392,Entertainment
JAZZ,1.12,0.51,5.6,8172168704,Biotechnology
WYNN,78.43,7.02,-8.99,10528826368,Resorts & Casinos
APP,175,3.92,31.97,13897927680,Software—Application
BLDP,23.08,0.24,-7.17,1103969024,Specialty Industrial Machinery
RBLX,0,0.55,-8.23,17861658624,Electronic Gaming & Multimedia
VSH,13.33,2.11,-0.41,3437167616,Semiconductors
SSYS,233.33,4.25,-8.22,940804864,Computer Hardware
CSTE,-762.50,10.44,-11.26,147764016,Building Products & Equipment
CEVA,-125,13.76,-8.49,458243840,Semiconductors
VERX,0,2.79,-3.17,3513163264,Software—Application
BCO,-14.49,1.32,5.84,3372406528,Security & Protection Services
VVV,16.22,3.38,-10.29,4470495744,Oil & Gas Refining & Marketing
DIBS,8.70,3.98,4.02,141161760,Internet Retail
XMTR,33.33,0.67,-3.88,814505088,Specialty Industrial Machinery
ANIP,100,20.41,1.38,1177503232,Drug Manufacturers—Specialty & Generic
WEN,0,1.33,-3.08,4271568128,Restaurants
TSQ,-62.50,0.13,-0.58,144448544,Advertising Agencies
AMPH,14.04,6.20,-14.59,2246869248,Drug Manufacturers—Specialty & Generic
TTGT,4.65,1.79,0.51,844636480,Internet Content & Information
LFT,-42.86,4.39,0.47,108640896,REIT—Mortgage
IAC,0,0.93,-12.46,4325779968,Internet Content & Information
TTWO,-2.70,0.15,1.86,23842574336,Electronic Gaming & Multimedia
SCOR,-175,2.01,12.68,58373484,Internet Content & Information
SUPN,-108.70,6.64,-3.0,1505167616,Drug Manufacturers—Specialty & Generic
LPSN,200,0.65,20.0,303460096,Software—Application
HNST,0,5.43,5.84,119672280,Household & Personal Products
VAPO,23.68,4.99,2.56,15522688,Medical Devices
ATER,-69.23,0.47,0.0,27900456,"Furnishings, Fixtures & Appliances"
WPRT,0,0.16,-21.57,104080496,Auto Parts
SMWB,22.22,0.06,-7.57,505229440,Software—Application
IOSP,0.79,3,0.74,2541305088,Specialty Chemicals
OFIX,102.99,1.75,2.68,472459680,Medical Devices
VVX,53.03,8.01,-1.16,1611037696,Aerospace & Defense
ANGI,0,7.10,-34.97,1002442304,Internet Content & Information
DAR,-1.27,4.98,-1.35,8325430784,Packaged Foods
MQ,22.22,4.63,15.51,3172982016,Software—Infrastructure
RXT,25,2.07,9.36,507343840,Software—Infrastructure
PXLW,10,0.78,-11.59,63522836,Semiconductors
SNCR,0,0.24,14.58,89660248,Software—Infrastructure
ANIK,44.12,9.09,-8.52,272577376,Medical Devices
FLYW,0,8.41,-7.91,3848102400,Software—Infrastructure
VRM,5.88,2.28,-25.91,156423680,Auto & Truck Dealerships
EGHT,-7.14,1.94,-19.38,302263904,Software—Application
PRA,100,6.36,7.38,983504064,Insurance—Property & Casualty
LYFT,"1,600",0.33,8.48,4070948608,Software—Application
TDUP,21.74,1.78,15.41,415901184,Internet Retail
DOOR,10.05,1.75,4.63,2051156992,Building Products & Equipment
EDR,-161.29,0.89,6.56,6044724736,Entertainment
AZTA,533.33,8.72,18.02,2970996992,Medical Instruments & Supplies
CMP,731.25,3.56,-13.16,1150271104,Other Industrial Metals & Mining
DIOD,1.27,0.12,-6.52,3621814784,Semiconductors
ITI,350,15.32,7.03,176950640,Communication Equipment
QDEL,4,7.30,-7.88,4878385664,Medical Devices
TOST,-35.71,4.15,17.3,10032405504,Software—Infrastructure
LZ,0,1.09,-20.73,2052814464,Specialty Business Services
PETQ,76.92,14.72,10.76,579609472,Drug Manufacturers—Specialty & Generic
SCPL,-7.41,3.94,14.84,483154368,Electronic Gaming & Multimedia
GRWG,-28.57,0.15,-16.43,178796864,Specialty Retail
CDNA,57.14,24.65,-13.47,379181600,Diagnostics & Research
MRTX,5.88,1.63,43.95,3044526336,Biotechnology
EMKR,0,0.75,10.77,36499616,Semiconductors
MASI,-27.91,0.18,-7.56,4631091200,Medical Devices
QGEN,2,0.22,-2.13,9241370624,Diagnostics & Research
VCYT,25,7.60,3.81,1624518528,Biotechnology
RPD,63.64,1.28,22.34,2791046400,Software—Infrastructure
AGTI,-6.67,2.41,-30.71,876532928,Health Information Services
NVTA,18.92,0.54,-3.48,163676944,Diagnostics & Research
TWOU,-500,4.96,-9.28,201107408,Education & Training Services
AXON,79.03,7.79,15.29,14876492800,Aerospace & Defense
BL,-246.43,0.50,-1.84,3382621696,Software—Application
VUZI,12.50,2.20,-5.05,229848704,Consumer Electronics
PSNL,10.71,0.29,0.0,58707872,Diagnostics & Research
VTEX,-33.33,5.33,0.0,941003264,Software—Application
LGND,86.84,5.85,1.53,1039929536,Biotechnology
LDI,-35.71,7.54,-5.96,550400000,Mortgage Finance
TWLO,86.21,5.41,2.93,10600777728,Internet Content & Information
NKTR,10,2.13,-11.83,113234880,Biotechnology
SGMO,-5.71,69.39,-12.07,106231776,Biotechnology
ACCO,31.03,1.04,-7.39,544825856,Business Equipment & Supplies
CUTR,-25.45,6.58,-20.88,124544768,Medical Devices
CLDX,0,60,-4.93,1300617216,Biotechnology
DOCS,26.67,1.40,-31.41,4131788544,Health Information Services
SDC,-8.33,1.53,-27.9,161065648,Medical Instruments & Supplies
PODD,58.33,3.26,-12.2,11135768576,Medical Devices
IRBT,15.98,5.39,-3.62,1049686016,"Furnishings, Fixtures & Appliances"
STGW,-20,4.04,-6.91,1232527360,Advertising Agencies
IRWD,24,3.79,-8.07,1502559232,Drug Manufacturers—Specialty & Generic
TECH,0,1.11,1.74,10771396608,Biotechnology
WOW,50,0.46,1.15,640256064,Telecom Services
NVAX,146.77,64.75,-10.84,730544960,Biotechnology
SATS,69.57,0.27,9.46,1404475648,Communication Equipment
NETI,33.33,0.34,-0.79,389562752,Marine Shipping
DISH,6.90,0.13,3.04,3128413952,Telecom Services
FOXA,23.94,0.37,-1.88,14612208640,Entertainment
WHF,0,0.99,-6.15,296814400,Asset Management
TGLS,14.29,7.84,-18.75,1571315200,Building Materials
EHTH,-10.53,33.88,-12.99,207857120,Insurance Brokers
NRG,2.80,40.39,-1.02,8894768128,Utilities—Independent Power Producers
PWFL,-400,6.23,-6.76,75006448,Communication Equipment
EVBG,14.81,0.40,-11.44,913854912,Software—Application
OGN,35.05,3.10,2.06,4436660736,Drug Manufacturers—General
CRNC,73.33,1.37,5.49,821587328,Software—Application
LCII,-4.38,0.59,-2.02,2973591040,Recreational Vehicles
CECO,-11.76,10.72,3.83,555200256,Pollution & Treatment Controls
TDG,14.53,3.99,-6.74,46526611456,Aerospace & Defense
NXST,-8.33,0.69,-7.72,5029792256,Entertainment
DDOG,28.57,1.82,6.4,29604157440,Software—Application
BLUE,6.94,25.96,-1.98,325137120,Biotechnology
ZTS,6.82,0.44,4.12,80085950464,Drug Manufacturers—Specialty & Generic
NOVT,11.11,2.52,-3.4,5136342528,Scientific & Technical Instruments
ADT,-30.43,2.88,2.71,5527350272,Security & Protection Services
ENR,-18.18,6.51,9.39,2290385920,Electrical Equipment & Parts
PRGO,16.67,0.72,2.18,4325934080,Drug Manufacturers—Specialty & Generic
LLY,6.57,10.05,6.55,509894819840,Drug Manufacturers—General
NPO,5.78,1.08,0.91,2533355776,Specialty Industrial Machinery
ARMK,9.09,3.96,-1.01,9058435072,Specialty Business Services
VPG,13.73,3.41,-4.52,456825696,Scientific & Technical Instruments
PLTK,0,1.54,-8.72,3529356544,Electronic Gaming & Multimedia
ALE,15.38,40.91,1.32,3030625024,Utilities—Diversified
SEAS,-24.16,0.37,-4.23,2958677248,Leisure
UPS,1.20,3.61,-3.26,133183111168,Integrated Freight & Logistics
HAE,38.16,4.50,-1.86,4542780928,Medical Instruments & Supplies
SQSP,-76.92,1.81,-6.06,3938935040,Software—Infrastructure
RDNT,242.86,3.80,-6.03,1910509568,Diagnostics & Research
PRI,5.28,2.51,-0.43,6939116544,Insurance—Life
MRC,-30.56,4.30,-19.25,861122048,Oil & Gas Equipment & Services
PWSC,0,1.53,-7.62,3703935488,Software—Application
JELD,33.33,2.63,-8.9,1138111616,Building Products & Equipment
ADEA,18.18,1.13,-12.49,1140122112,Software—Application
EVCM,137.50,0.07,-0.56,1893072128,Software—Infrastructure
AKYA,-15.91,6.10,-6.22,227575184,Medical Instruments & Supplies
PAY,700,3.18,32.1,2050332416,Software—Infrastructure
DSP,500,1.78,29.25,349578880,Software—Application
TDC,6.67,4.11,-19.92,4497498112,Software—Infrastructure
EVER,6.06,5,-11.96,241238352,Internet Content & Information
RNG,10.67,0.61,-20.88,2805504512,Software—Application
FORG,-25,4.59,5.48,1950605440,Software—Infrastructure
FIVN,33.33,4.10,-13.24,4643251200,Software—Infrastructure
MED,92.36,16.85,-4.18,815071552,Personal Services
OKE,4,9.56,1.52,36946264064,Oil & Gas Midstream
CE,-11.79,1.53,1.14,13663102976,Chemicals
AMBC,216.67,27.05,-1.36,546366272,Insurance—Specialty
MX,73.91,0.79,-9.43,334556448,Semiconductors
FGEN,9.72,29.72,-29.84,84745584,Biotechnology
PLUS,42.42,17.77,13.74,1711095424,Software—Application
CTRA,8.33,7.41,1.15,20423993344,Oil & Gas E&P
SWKS,3.59,0.07,-2.71,15714554880,Semiconductors
INGN,34.38,10.33,-18.17,121075288,Medical Devices
CHGG,0,3.78,-3.33,1028663360,Education & Training Services
AXGN,80,3.16,-27.39,214918000,Medical Devices
MNKD,100,15.65,10.76,1108306176,Biotechnology
ACM,-1.05,4.93,1.82,11519890432,Engineering & Construction
CARA,-3.57,6.79,-0.97,90850536,Biotechnology
DAC,7.05,6.97,-0.57,1307977472,Marine Shipping
TSN,-55.88,4.62,8.57,17952225280,Farm Products
GOGO,53.85,0.03,-1.98,1535355264,Telecom Services
AXSM,19.35,16.21,-8.4,3298179072,Biotechnology
THS,5,1.66,-8.44,2456975104,Packaged Foods
VTRS,5.63,0.80,4.61,11827364864,Drug Manufacturers—Specialty & Generic
ACRS,6.67,8.16,-17.39,484943008,Diagnostics & Research
FRPT,7.89,1.30,5.21,3176667648,Packaged Foods
GHM,725,19.88,12.62,177668144,Specialty Industrial Machinery
SOHU,-18.18,1.04,1.24,317805376,Electronic Gaming & Multimedia
DBRG,-40,34.70,7.49,2859211264,Real Estate Services
ENB,0,3.65,0.77,70974152704,Oil & Gas Midstream
PPL,-9.38,5.69,-2.03,17365817344,Utilities—Regulated Electric
NKLA,16.67,4.62,-34.45,1546760960,Farm & Heavy Construction Machinery
CBOE,1.14,0.02,6.72,16482810880,Financial Data & Stock Exchanges
TDS,-325,3.22,59.54,2064598912,Telecom Services
EVRG,2.53,9.14,-0.31,11645891584,Utilities—Regulated Electric
TU,-22.22,0.89,3.68,23788099584,Telecom Services
LYB,6.55,0.87,5.81,30701453312,Specialty Chemicals
CNK,48.15,7.04,-0.94,2231983872,Entertainment
ASIX,12.61,2.22,-4.73,845783168,Chemicals
AMRX,90,6.50,17.5,1292636544,Drug Manufacturers—Specialty & Generic
MGA,20,7.69,-9.74,15438875648,Auto Parts
FLR,111.11,9.04,-5.44,5261605888,Engineering & Construction
TILE,38.89,1.47,1.68,570029696,Building Products & Equipment
VGR,-3.03,10.42,-15.55,1659127040,Tobacco
MCHX,57.14,0.47,-7.32,62878672,Advertising Agencies
DEN,-13.82,5.86,3.65,4988904960,Oil & Gas E&P
ACA,31.03,2.63,1.14,3505973504,Engineering & Construction
WK,125,1.06,1.63,5438370304,Software—Application
TMDX,80,25.52,-25.83,1786514432,Medical Devices
TMST,5.26,0.25,-5.55,943840384,Steel
III,10,0.61,4.17,212682736,Information Technology Services
GDDY,14.55,0.55,-3.86,10957498368,Software—Infrastructure
VVI,12.50,5.97,1.48,547029824,Specialty Business Services
SYNA,13.95,2.13,6.24,3491147264,Semiconductors
TSE,-700,18.87,-13.5,287494944,Specialty Chemicals
WLDN,116.67,4.64,18.6,277745856,Engineering & Construction
SXI,5.39,1.90,12.39,1723541888,Specialty Industrial Machinery
MODV,-2.65,7.90,0.32,446852768,Medical Care Facilities
ENV,0,0.85,-9.83,2401140736,Software—Application
QLYS,24.51,1.23,9.26,5600431104,Software—Infrastructure
LTHM,10.87,8.25,-2.72,3308553216,Specialty Chemicals
AES,-16,5.24,-5.72,10178360320,Utilities—Diversified
EB,76.92,0.22,4.18,987814208,Software—Application
NET,42.86,0.94,0.0,21069101056,Software—Infrastructure
GPRO,0,9.13,-4.75,479559648,Consumer Electronics
MYGN,20,1.37,-20.47,1313409792,Diagnostics & Research
WERN,-8.77,0.39,-2.21,2469052160,Trucking
BWXT,10.17,8.13,6.0,6858136064,Aerospace & Defense
SQ,11.43,8.88,-14.52,27001964544,Software—Infrastructure
CDXS,19.05,0.84,-31.78,131929560,Biotechnology
GERN,-12.50,79.29,-5.63,1109546496,Biotechnology
CVCO,-21.75,13.93,3.45,2305179648,Residential Construction
LASR,75,1.79,-17.45,483709184,Semiconductors
MSI,5.58,1.93,-1.28,45469523968,Communication Equipment
PCTY,22.22,2.33,-5.64,10160863232,Software—Application
PBPB,0,0.38,-4.83,228678064,Restaurants
YELP,40,3.43,-1.61,2857798656,Internet Content & Information
TTEC,14.58,0.69,-13.64,1243289472,Information Technology Services
FNKO,-13.16,5.18,-12.45,396278432,Leisure
CHUY,15.09,0.77,-3.67,641813440,Restaurants
BIGC,77.78,2.86,9.49,740884672,Software—Application
NTRA,11.01,8.74,19.21,5272476160,Diagnostics & Research
OSUR,-16.67,32.89,40.13,435349184,Medical Instruments & Supplies
ICFI,10.56,3.73,6.35,2273003776,Consulting Services
RMD,-4.19,0.36,-19.8,21747388416,Medical Instruments & Supplies
AORT,500,5.69,-2.76,622163392,Medical Devices
PRTA,-11.96,62,-8.03,2583078144,Biotechnology
TRUP,21.43,3.03,11.42,1166681984,Insurance—Specialty
ALEC,102.47,"1,450.73",13.48,543220352,Biotechnology
DKNG,29.17,14.78,-5.96,13659424768,Gambling
DBX,13.33,1.44,7.22,9226123264,Software—Infrastructure
GILD,-16.25,2.98,5.88,93375987712,Drug Manufacturers—General
CRIS,0,14.35,-16.46,38783668,Biotechnology
AAPL,5.88,0.54,-6.98,2676731412480,Consumer Electronics
CLFD,266.67,12.76,-12.98,437403200,Communication Equipment
BIO,17.65,0.98,-1.52,10544524288,Medical Devices
AXTI,0,8.22,-12.54,104776568,Semiconductor Equipment & Materials
APPN,7.14,3.05,0.46,3334861568,Software—Infrastructure
PGNY,50,6.57,-3.98,3245725696,Health Information Services
ASRT,-7.14,3.57,-38.76,238357248,Drug Manufacturers—Specialty & Generic
AMGN,12.61,5.41,12.36,143759998976,Drug Manufacturers—General
SYK,6.72,3.42,3.18,103781924864,Medical Devices
TVTX,2.59,10.70,-7.8,670597376,Biotechnology
AMZN,85.29,2.16,8.13,1311598837760,Internet Retail
KTOS,80,8.99,12.08,1923446272,Aerospace & Defense
TEAM,32.56,3.06,14.39,51864842240,Software—Application
FTNT,11.76,0.72,-19.43,46083575808,Software—Infrastructure
OCN,711.76,2.47,-10.62,198681008,Mortgage Finance
AGL,-300,3.39,0.1,7201360384,Medical Care Facilities
LXRX,-29.41,5.67,-9.42,266968256,Biotechnology
ATEC,-43.33,6.12,-11.7,1560537472,Medical Devices
XNCR,59.34,119.56,-1.37,1221355904,Biotechnology
RARE,-6.64,2.96,-13.03,2548568576,Biotechnology
CYTK,-8.94,65.35,2.51,2828101120,Biotechnology
RDFN,21.88,0.22,-28.16,802384000,Real Estate Services
MGEE,9.72,5.77,-3.47,2477554688,Utilities—Regulated Electric
IDA,10.66,15.17,-4.21,4740076032,Utilities—Regulated Electric
IDCC,7.44,0.37,-1.76,2118905600,Telecom Services
BHC,8,6.03,-11.86,3002692096,Drug Manufacturers—Specialty & Generic
ITRI,109.68,4.45,-12.66,2753978880,Scientific & Technical Instruments
CRAI,5.19,3.28,4.14,705493312,Consulting Services
SWI,23.53,3.08,10.2,1555126656,Software—Infrastructure
IRMD,16.13,2.74,3.36,559181760,Medical Devices
SABR,26.09,4.69,20.05,1492170624,Travel Services
COHU,11.63,1.79,2.45,1639302656,Semiconductor Equipment & Materials
AMTX,-142.86,32.97,15.16,161217952,Oil & Gas Refining & Marketing
PRTK,19.35,15.50,-0.45,127828952,Biotechnology
KOP,16.67,8.70,3.64,825495488,Specialty Chemicals
ALNY,-28.49,3.91,2.32,22137677824,Biotechnology
PH,10.55,1.74,0.52,50057211904,Specialty Industrial Machinery
K,12.61,0.15,-4.68,20373069824,Packaged Foods
GSAT,100,6.75,7.08,2407635968,Telecom Services
MGPI,19.20,1.72,7.31,2322163456,Beverages—Wineries & Distilleries
INSM,-61.82,9.94,2.53,3630949888,Biotechnology
